target_domain,repeat,seed,epoch,split,loss,acc,precision,recall,f1
黑天,2,1,1,train,18.249711590428507,0.1532258064516129,0.10160553689663805,0.09985886263794216,0.0761046326765915
黑天,2,1,1,source_val,2.383818483538201,0.20622568093385213,0.08300466253917296,0.1277496265255482,0.07738713851670663
黑天,2,1,1,target_test,2.4359196503957112,0.06666666666666667,0.008403361344537815,0.125,0.015748031496062992
黑天,2,1,2,train,15.557852652765089,0.2318548387096774,0.17775684048077384,0.1792974494849639,0.15261552868070738
黑天,2,1,2,source_val,1.9268066957303058,0.36186770428015563,0.195308564885734,0.2976481721720946,0.22302884732608236
黑天,2,1,2,target_test,2.6138734499613445,0.08333333333333333,0.05444444444444444,0.042969564311027726,0.04533429533429533
黑天,2,1,3,train,-23.57567553366384,0.24193548387096775,0.20912394257470202,0.21373491997731936,0.2075373519715306
黑天,2,1,3,source_val,18.80705374688026,0.14007782101167315,0.042870449494256745,0.15697278911564627,0.06061309336009508
黑天,2,1,3,target_test,4.363751103480657,0.35,0.05914085914085914,0.09917355371900825,0.0678374655647383
黑天,2,1,4,train,-24412.180038944367,0.0967741935483871,0.09313864657526369,0.0893954687067745,0.07808903167078292
黑天,2,1,4,source_val,18.86669156738876,0.14007782101167315,0.08227513227513228,0.13749999999999998,0.05743306727079546
黑天,2,1,4,target_test,3.461312770843506,0.041666666666666664,0.013888888888888888,0.1111111111111111,0.024691358024691357
黑天,2,1,5,train,-457783.80178931454,0.1028225806451613,0.07919312701491957,0.09129538677009914,0.06539310142096622
黑天,2,1,5,source_val,6.329907146409328,0.1517509727626459,0.043991416309012876,0.13021978021978023,0.06099798875464275
黑天,2,1,5,target_test,2.9092174530029298,0.0,0.0,0.0,0.0
黑天,2,1,6,train,-2499052.3387096776,0.10786290322580645,0.10634259878040286,0.10645789361226533,0.07237861747231238
黑天,2,1,6,source_val,2.6380873310890642,0.08171206225680934,0.005836575875486381,0.07142857142857142,0.01079136690647482
黑天,2,1,6,target_test,2.640875784556071,0.0,0.0,0.0,0.0
黑天,2,1,7,train,-8149653.306451613,0.08064516129032258,0.00578368999421631,0.07142857142857142,0.01070090957731407
黑天,2,1,7,source_val,2.6370703840070195,0.08171206225680934,0.005836575875486381,0.07142857142857142,0.01079136690647482
黑天,2,1,7,target_test,2.639743693669637,0.0,0.0,0.0,0.0
黑天,2,1,8,train,-20668923.451612905,0.08064516129032258,0.005772005772005773,0.07142857142857142,0.010680907877169559
黑天,2,1,8,source_val,2.6361003144705806,0.08171206225680934,0.005836575875486381,0.07142857142857142,0.01079136690647482
黑天,2,1,8,target_test,2.6386081059773763,0.0,0.0,0.0,0.0
黑天,2,1,9,train,-45095047.161290325,0.08064516129032258,0.00576036866359447,0.07142857142857142,0.010660980810234543
黑天,2,1,9,source_val,2.635122026450903,0.08171206225680934,0.005836575875486381,0.07142857142857142,0.01079136690647482
黑天,2,1,9,target_test,2.6374961058298747,0.0,0.0,0.0,0.0
黑天,2,1,10,train,-85482743.29032259,0.09576612903225806,0.013873152709359607,0.07013546798029557,0.022971542564019058
黑天,2,1,10,source_val,2.6341763600301187,0.11673151750972763,0.008337965536409116,0.07142857142857142,0.014932802389248382
黑天,2,1,10,target_test,2.636404005686442,0.0,0.0,0.0,0.0
黑天,2,1,11,train,-148225836.9032258,0.11693548387096774,0.008352534562211982,0.07142857142857142,0.014956162970603402
黑天,2,1,11,source_val,2.63322192963923,0.11673151750972763,0.008337965536409116,0.07142857142857142,0.014932802389248382
黑天,2,1,11,target_test,2.6352923075358072,0.0,0.0,0.0,0.0
黑天,2,1,12,train,-242829860.12903225,0.11693548387096774,0.00836096295228485,0.07142857142857142,0.014969673506258873
黑天,2,1,12,source_val,2.6323249451381225,0.11673151750972763,0.008337965536409116,0.07142857142857142,0.014932802389248382
黑天,2,1,12,target_test,2.6343586762746174,0.0,0.0,0.0,0.0
黑天,2,1,13,train,-381582695.7419355,0.11693548387096774,0.008352534562211982,0.07142857142857142,0.014956162970603402
黑天,2,1,13,source_val,2.631380125706298,0.11673151750972763,0.008337965536409116,0.07142857142857142,0.014932802389248382
黑天,2,1,13,target_test,2.6332530975341797,0.0,0.0,0.0,0.0
黑天,2,1,14,train,-570223430.1935484,0.11693548387096774,0.008352534562211982,0.07142857142857142,0.014956162970603402
黑天,2,1,14,source_val,2.6304730014578377,0.11673151750972763,0.008337965536409116,0.07142857142857142,0.014932802389248382
黑天,2,1,14,target_test,2.6321800549825034,0.0,0.0,0.0,0.0
黑天,2,1,15,train,-829710505.2903225,0.11693548387096774,0.008352534562211982,0.07142857142857142,0.014956162970603402
黑天,2,1,15,source_val,2.629601769874068,0.11673151750972763,0.008337965536409116,0.07142857142857142,0.014932802389248382
黑天,2,1,15,target_test,2.6312928199768066,0.0,0.0,0.0,0.0
黑天,2,1,16,train,-1154486007.7419355,0.11693548387096774,0.008352534562211982,0.07142857142857142,0.014956162970603402
黑天,2,1,16,source_val,2.6286775704023904,0.11673151750972763,0.008337965536409116,0.07142857142857142,0.014932802389248382
黑天,2,1,16,target_test,2.630379231770833,0.0,0.0,0.0,0.0
黑天,2,1,17,train,-1580112291.096774,0.11693548387096774,0.00836096295228485,0.07142857142857142,0.014969673506258873
